Coding System,Codes,구분,병명,고려사항 구분,응급등급,고려사항 상세,비고
NACRS,256,소화기계,샅고랑 부위 통증 / 종괴,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,256,소화기계,샅고랑 부위 통증 / 종괴,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,256,소화기계,샅고랑 부위 통증 / 종괴,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,256,소화기계,샅고랑 부위 통증 / 종괴,증상별 2차 고려사항,5,샅고랑 부위 통증 / 종괴,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,1,쇼크,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,257,소화기계,구토 / 구역,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,1,"활력징후, 중증 탈수",
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,2,지속되는 상당량의 토혈,
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,2,"활력징후, 중등도 탈수",
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,3,커피 찌꺼기 모양 구토 / 흑색변,만약 출혈성 질환에 커피 찌꺼기 모양 구토 / 흑색변이 동반되면 '소화기계 - 토혈' 항목으로 이동
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,3,"활력징후, 경증 탈수",
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,4,"활력징후, 탈수 가능성 있음",
NACRS,257,소화기계,구토 / 구역,증상별 2차 고려사항,5,"만성 구토 / 구역, 정상 활력징후",
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,그 밖의 1차 고려사항,4,만성 말초성 중증 통증 (8-10),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,그 밖의 1차 고려사항,5,만성 말초성 통증 (<8),
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,증상별 2차 고려사항,2,활력징후,
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,증상별 2차 고려사항,3,"활력징후, 말초성 통증",
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,증상별 2차 고려사항,4,"활력징후, 말초성 통증, 만성",
NACRS,258,소화기계,항문 / 직장 / 회음부 통증,증상별 2차 고려사항,5,만성 경증 통증,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,1,쇼크,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,259,소화기계,토혈,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,259,소화기계,토혈,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,259,소화기계,토혈,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,259,소화기계,토혈,증상별 2차 고려사항,1,활력징후,
NACRS,259,소화기계,토혈,증상별 2차 고려사항,2,활력징후,
NACRS,259,소화기계,토혈,증상별 2차 고려사항,2,활동성 또는 증상을 동반한 토혈,
NACRS,259,소화기계,토혈,증상별 2차 고려사항,3,커피 찌꺼기 모양 구토 / 흑색변,
NACRS,259,소화기계,토혈,증상별 2차 고려사항,3,"구토에 극소량이 섞인 경우, 정상 활력징후",
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,1,쇼크,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,260,소화기계,혈변 / 흑색변,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,260,소화기계,혈변 / 흑색변,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,260,소화기계,혈변 / 흑색변,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,1,활력징후,
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,2,활력징후,
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,2,많은 양의 흑색변 또는 직장 출혈,
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,3,활력징후,
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,3,중등도 양의 흑색변 또는 직장 출혈,
NACRS,260,소화기계,혈변 / 흑색변,증상별 2차 고려사항,4,적은 양의 직장 출혈,
NACRS,261,소화기계,황달,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,261,소화기계,황달,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,261,소화기계,황달,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,261,소화기계,황달,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,261,소화기계,황달,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,261,소화기계,황달,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,261,소화기계,황달,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,261,소화기계,황달,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,261,소화기계,황달,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,261,소화기계,황달,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,261,소화기계,황달,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,261,소화기계,황달,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,261,소화기계,황달,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,261,소화기계,황달,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,261,소화기계,황달,증상별 2차 고려사항,5,"황달, 건강해 보임",
NACRS,262,소화기계,딸꾹질,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,262,소화기계,딸꾹질,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,262,소화기계,딸꾹질,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,262,소화기계,딸꾹질,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,262,소화기계,딸꾹질,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,262,소화기계,딸꾹질,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,262,소화기계,딸꾹질,증상별 2차 고려사항,3,"열 (아파 보임), 말초성 통증",
NACRS,262,소화기계,딸꾹질,증상별 2차 고려사항,4,"열 (건강해 보임), 말초성 통증",
NACRS,262,소화기계,딸꾹질,증상별 2차 고려사항,5,"딸꾹질, 만성, 힘들어 보이지 않음",
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,1,쇼크,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,263,소화기계,복부 종괴 / 팽만,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,263,소화기계,복부 종괴 / 팽만,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,1,활력징후,
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,3,지속적인 구토,
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,263,소화기계,복부 종괴 / 팽만,증상별 2차 고려사항,5,"만성 복부 종괴 / 팽만, 건강해 보임",
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환","직장 외상으로 인한 쇼크인 경우는 ‘몸통외상 - 관통상' 으로 
분류한다."
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,증상별 2차 고려사항,4,"활력징후, 중심성 통증",
NACRS,264,소화기계,항문 / 직장 / 회음부 외상,증상별 2차 고려사항,5,항문 / 직장 / 회음부 외상,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,1,쇼크,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,1,활력징후,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,2,"활력징후, 통증",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,2,침흘림 또는 협착음,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,2,목쉰소리와 언어장애,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,2,"단추형 건전지, 뾰족한 물건 등 치료적 내시경을 고려해야 하는 경우",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,3,"활력징후, 통증 ",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,3,지속적인 구토,
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,4,"활력징후, 통증 ",
NACRS,265,소화기계,이물질 삼킴 (FB swallowing),증상별 2차 고려사항,4,연하곤란이나 호흡 곤란 없음,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,1,쇼크,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,증상별 2차 고려사항,1,활력징후,
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,증상별 2차 고려사항,2,"활력징후, 중심성 통증",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 만성",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 만성",
NACRS,301,비뇨기계 / 남성생식계,옆구리 통증,증상별 2차 고려사항,5,만성 경증 옆구리 통증,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,1,중증 호흡곤란,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,1,쇼크,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,1,"무의식 (U, GCS 3-8)",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,2,중등도 호흡곤란,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,2,혈역학적 장애,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,2,"의식변화 (V/P, GCS 9-13)",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,2,"열, 면역저하 상태",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,2,패혈증 의증 (3개 이상의 SIRS 기준 만족),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,3,열 (아파 보임),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,활력징후 1차 고려사항,4,열 (건강해 보임),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,2,급성 중심성 중증 통증 (8-10),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,2,출혈성 질환 (생명 혹은 사지를 소실할 정도의 위급한 출혈),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,3,급성 중심성 중등도 통증 (4-7),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,3,급성 말초성 중증 통증 (8-10),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,3,만성 중심성 중증 통증 (8-10),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,3,출혈성 질환 (중등도나 경도의 출혈),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,4,급성 중심성 경증 통증 (<4),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,4,급성 말초성 중등도 통증 (4-7),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,4,만성 중심성 중등도 통증 (4-7),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,4,만성 말초성 중증 통증 (8-10),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,5,만성 중심성 경증 통증 (<4),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,5,급성 말초성 경증 통증 (<4),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,그 밖의 1차 고려사항,5,만성 말초성 통증 (<8),
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,1,활력징후,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,2,"활력징후, 중심성 통증, 출혈성 질환",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,3,"활력징후, 중심성 통증, 말초성 통증, 출혈성 질환, 만성",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,4,"활력징후, 중심성 통증, 말초성 통증, 만성",
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,5,만성 경증 중심성 통증 또는 중등도와 경증의 말초성 통증,
NACRS,302,비뇨기계 / 남성생식계,혈뇨,증상별 2차 고려사항,5,혈뇨,
NACRS,303,비뇨기계 / 남성생식계,생식기의 분비물 / 피부병변,활력징후 1차 고려사항,3,경증 호흡곤란,
NACRS,303,비뇨기계 / 남성생식계,생식기의 분비물 / 피부병변,활력징후 1차 고려사항,3,비정상 맥박수지만 혈역학적으로 안정,
NACRS,303,비뇨기계 / 남성생식계,생식기의 분비물 / 피부병변,활력징후 1차 고려사항,3,전신염증반응증후군 (열을 포함한 2개의 SIRS 기준 만족),
NACRS,303,비뇨기계 / 남성생식계,생식기의 분비물 / 피부병변,활력징후 1차 고려사항,3,열 (아파 보임),
